Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
activity books for kids 9-12,4455,0.0,0.00,Low,https://www.amazon.com/s?k=activity+books+for+kids+9-12&page=1,20000,https://www.amazon.com/s?k=activity+books+for+kids+9-12&page=1
gym book log,4424,0.0,0.00,Low,https://www.amazon.com/s?k=gym+book+log&page=1,330,https://www.amazon.com/s?k=gym+book+log&page=1
pcos planner,4424,260.0,1.46,High,https://www.amazon.com/s?k=pcos+planner&page=1,786,https://www.amazon.com/s?k=pcos+planner&page=1
my planner teacher planner,4423,0.0,0.00,Low,https://www.amazon.com/s?k=my+planner+teacher+planner&page=1,838,https://www.amazon.com/s?k=my+planner+teacher+planner&page=1
book sets for toddlers 1-3,4423,0.0,0.00,Low,https://www.amazon.com/s?k=book+sets+for+toddlers+1-3&page=1,10000,https://www.amazon.com/s?k=book+sets+for+toddlers+1-3&page=1
graph notebooks composition,4421,0.0,0.00,Low,https://www.amazon.com/s?k=graph+notebooks+composition&page=1,5000,https://www.amazon.com/s?k=graph+notebooks+composition&page=1
8x11 notebook with pockets,4422,0.0,0.00,Low,https://www.amazon.com/s?k=8x11+notebook+with+pockets&page=1,2000,https://www.amazon.com/s?k=8x11+notebook+with+pockets&page=1
food log book for diabetics,4421,0.0,0.00,Low,https://www.amazon.com/s?k=food+log+book+for+diabetics&page=1,1000,https://www.amazon.com/s?k=food+log+book+for+diabetics&page=1
guest book f,4421,10.0,0.00,High,https://www.amazon.com/s?k=guest+book+f&page=1,822,https://www.amazon.com/s?k=guest+book+f&page=1
projects for kids ages 4-8,4420,0.0,0.00,Low,https://www.amazon.com/s?k=projects+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=projects+for+kids+ages+4-8&page=1
trace shapes,4425,0.0,0.00,Low,https://www.amazon.com/s?k=trace+shapes&page=1,1000,https://www.amazon.com/s?k=trace+shapes&page=1
julianne colors coloring book,4448,0.0,0.00,Low,https://www.amazon.com/s?k=julianne+colors+coloring+book&page=1,133,https://www.amazon.com/s?k=julianne+colors+coloring+book&page=1
film planner,4419,4400.0,0.03,High,https://www.amazon.com/s?k=film+planner&page=1,5000,https://www.amazon.com/s?k=film+planner&page=1
puzzle books,4419,0.0,0.00,Low,https://www.amazon.com/s?k=puzzle+books&page=1,70000,https://www.amazon.com/s?k=puzzle+books&page=1
hindi writing practice book,4421,210.0,0,High,https://www.amazon.com/s?k=hindi+writing+practice+book&page=1,534,https://www.amazon.com/s?k=hindi+writing+practice+book&page=1
exam tracker,4420,1000.0,1.77,High,https://www.amazon.com/s?k=exam+tracker&page=1,441,https://www.amazon.com/s?k=exam+tracker&page=1
frogs composition notebook,4421,0.0,0.00,Low,https://www.amazon.com/s?k=frogs+composition+notebook&page=1,412,https://www.amazon.com/s?k=frogs+composition+notebook&page=1
ball games for toddlers 1-3,4422,0.0,0.00,Low,https://www.amazon.com/s?k=ball+games+for+toddlers+1-3&page=1,5000,https://www.amazon.com/s?k=ball+games+for+toddlers+1-3&page=1
ball pool for toddlers 1-3,4418,0.0,0.00,Low,https://www.amazon.com/s?k=ball+pool+for+toddlers+1-3&page=1,451,https://www.amazon.com/s?k=ball+pool+for+toddlers+1-3&page=1
church activities for kids,4419,0.0,0.00,Low,https://www.amazon.com/s?k=church+activities+for+kids&page=1,2000,https://www.amazon.com/s?k=church+activities+for+kids&page=1
sex log book,4417,0.0,0.00,Low,https://www.amazon.com/s?k=sex+log+book&page=1,2000,https://www.amazon.com/s?k=sex+log+book&page=1
summer activities for kids,4418,0.0,0.00,Low,https://www.amazon.com/s?k=summer+activities+for+kids&page=1,4000,https://www.amazon.com/s?k=summer+activities+for+kids&page=1
band journal,4422,70.0,0.48,High,https://www.amazon.com/s?k=band+journal&page=1,3000,https://www.amazon.com/s?k=band+journal&page=1
the log book,4418,1300.0,0.40,High,https://www.amazon.com/s?k=the+log+book&page=1,100000,https://www.amazon.com/s?k=the+log+book&page=1
gift tracker,4416,390.0,0.36,High,https://www.amazon.com/s?k=gift+tracker&page=1,10000,https://www.amazon.com/s?k=gift+tracker&page=1
gym calendar,4422,1000.0,4.50,High,https://www.amazon.com/s?k=gym+calendar&page=1,751,https://www.amazon.com/s?k=gym+calendar&page=1
case composition notebooks,4423,0.0,0.00,Low,https://www.amazon.com/s?k=case+composition+notebooks&page=1,2000,https://www.amazon.com/s?k=case+composition+notebooks&page=1
cost tracker,4417,1900.0,4.94,High,https://www.amazon.com/s?k=cost+tracker&page=1,648,https://www.amazon.com/s?k=cost+tracker&page=1
duck journal,4416,260.0,0.86,High,https://www.amazon.com/s?k=duck+journal&page=1,10000,https://www.amazon.com/s?k=duck+journal&page=1
winter activities for kids,4415,0.0,0.00,Low,https://www.amazon.com/s?k=winter+activities+for+kids&page=1,10000,https://www.amazon.com/s?k=winter+activities+for+kids&page=1
sex calendar,4417,0.0,0.00,Low,https://www.amazon.com/s?k=sex+calendar&page=1,165,https://www.amazon.com/s?k=sex+calendar&page=1
faux journal,4416,210.0,0.84,High,https://www.amazon.com/s?k=faux+journal&page=1,20000,https://www.amazon.com/s?k=faux+journal&page=1
nurse notebook pocket size,4418,0.0,0.00,Low,https://www.amazon.com/s?k=nurse+notebook+pocket+size&page=1,2000,https://www.amazon.com/s?k=nurse+notebook+pocket+size&page=1
kids tracker,4415,0.0,0.00,Low,https://www.amazon.com/s?k=kids+tracker&page=1,1000,https://www.amazon.com/s?k=kids+tracker&page=1
math tracing,4415,0.0,0.00,Low,https://www.amazon.com/s?k=math+tracing&page=1,2000,https://www.amazon.com/s?k=math+tracing&page=1
fish journal,4418,1000.0,1.36,High,https://www.amazon.com/s?k=fish+journal&page=1,3000,https://www.amazon.com/s?k=fish+journal&page=1
wtf is my password internet address & password log book,4415,0.0,0.00,Low,https://www.amazon.com/s?k=wtf+is+my+password+internet+address+&+password+log+book&page=1,176,https://www.amazon.com/s?k=wtf+is+my+password+internet+address+&+password+log+book&page=1
pain tracker,4415,480.0,0.90,High,https://www.amazon.com/s?k=pain+tracker&page=1,10000,https://www.amazon.com/s?k=pain+tracker&page=1
activity for kids ages 6-8,4415,0.0,0.00,Low,https://www.amazon.com/s?k=activity+for+kids+ages+6-8&page=1,3000,https://www.amazon.com/s?k=activity+for+kids+ages+6-8&page=1
ella journal,4416,0.0,0.00,Low,https://www.amazon.com/s?k=ella+journal&page=1,605,https://www.amazon.com/s?k=ella+journal&page=1
activity book kids ages 4-8,4419,0.0,0.00,Low,https://www.amazon.com/s?k=activity+book+kids+ages+4-8&page=1,70000,https://www.amazon.com/s?k=activity+book+kids+ages+4-8&page=1
word scramble bridal shower game,4414,590.0,0.54,High,https://www.amazon.com/s?k=word+scramble+bridal+shower+game&page=1,310,https://www.amazon.com/s?k=word+scramble+bridal+shower+game&page=1
psalms coloring book an adult coloring book,4414,0.0,0.00,Low,https://www.amazon.com/s?k=psalms+coloring+book+an+adult+coloring+book&page=1,570,https://www.amazon.com/s?k=psalms+coloring+book+an+adult+coloring+book&page=1
family activities for kids,4416,0.0,0.00,Low,https://www.amazon.com/s?k=family+activities+for+kids&page=1,70000,https://www.amazon.com/s?k=family+activities+for+kids&page=1
pocket notebooks for nurses,4414,0.0,0.00,Low,https://www.amazon.com/s?k=pocket+notebooks+for+nurses&page=1,2000,https://www.amazon.com/s?k=pocket+notebooks+for+nurses&page=1
easy cryptograms puzzle books for adults,4414,0.0,0,Low,https://www.amazon.com/s?k=easy+cryptograms+puzzle+books+for+adults&page=1,1000,https://www.amazon.com/s?k=easy+cryptograms+puzzle+books+for+adults&page=1
car mileage and business expense log book,4413,0.0,0.00,Low,https://www.amazon.com/s?k=car+mileage+and+business+expense+log+book&page=1,373,https://www.amazon.com/s?k=car+mileage+and+business+expense+log+book&page=1
best planner,4414,12100.0,3.19,High,https://www.amazon.com/s?k=best+planner&page=1,10000,https://www.amazon.com/s?k=best+planner&page=1
auto mileage log and expense record,4410,10.0,0.00,High,https://www.amazon.com/s?k=auto+mileage+log+and+expense+record&page=1,10000,https://www.amazon.com/s?k=auto+mileage+log+and+expense+record&page=1
color at home coloring book,4413,260.0,0.67,High,https://www.amazon.com/s?k=color+at+home+coloring+book&page=1,1000,https://www.amazon.com/s?k=color+at+home+coloring+book&page=1
1000 cryptograms puzzle book for adults 2 books in 1,4414,0.0,0,Low,https://www.amazon.com/s?k=1000+cryptograms+puzzle+book+for+adults+2+books+in+1&page=1,28,https://www.amazon.com/s?k=1000+cryptograms+puzzle+book+for+adults+2+books+in+1&page=1
spring activities for kids,4418,0.0,0.00,Low,https://www.amazon.com/s?k=spring+activities+for+kids&page=1,4000,https://www.amazon.com/s?k=spring+activities+for+kids&page=1
diet diary journal calories and carbs,4411,0.0,0.00,Low,https://www.amazon.com/s?k=diet+diary+journal+calories+and+carbs&page=1,264,https://www.amazon.com/s?k=diet+diary+journal+calories+and+carbs&page=1
easter activities for kids,4423,0.0,0.00,Low,https://www.amazon.com/s?k=easter+activities+for+kids&page=1,6000,https://www.amazon.com/s?k=easter+activities+for+kids&page=1
daily food diary diet planner and fitness journal,4414,0.0,0.00,Low,https://www.amazon.com/s?k=daily+food+diary+diet+planner+and+fitness+journal&page=1,597,https://www.amazon.com/s?k=daily+food+diary+diet+planner+and+fitness+journal&page=1
a cute unicorn kawaii large sketchbook/notebook,4410,0.0,0.00,Low,https://www.amazon.com/s?k=a+cute+unicorn+kawaii+large+sketchbook/notebook&page=1,1000,https://www.amazon.com/s?k=a+cute+unicorn+kawaii+large+sketchbook/notebook&page=1
car calendar,4414,2900.0,0.99,High,https://www.amazon.com/s?k=car+calendar&page=1,1000,https://www.amazon.com/s?k=car+calendar&page=1
bluey activity books for kids ages 4-8,4410,0.0,0.00,Low,https://www.amazon.com/s?k=bluey+activity+books+for+kids+ages+4-8&page=1,731,https://www.amazon.com/s?k=bluey+activity+books+for+kids+ages+4-8&page=1
true self test log book diabetes,4408,0.0,0.00,Low,https://www.amazon.com/s?k=true+self+test+log+book+diabetes&page=1,248,https://www.amazon.com/s?k=true+self+test+log+book+diabetes&page=1
dotted journal for bullet journaling,4414,10.0,1.41,High,https://www.amazon.com/s?k=dotted+journal+for+bullet+journaling&page=1,689,https://www.amazon.com/s?k=dotted+journal+for+bullet+journaling&page=1
bill notebook organizer with pockets,4407,0.0,0.00,Low,https://www.amazon.com/s?k=bill+notebook+organizer+with+pockets&page=1,10000,https://www.amazon.com/s?k=bill+notebook+organizer+with+pockets&page=1
sloth activity book for kids ages 4-8,4410,0.0,0.00,Low,https://www.amazon.com/s?k=sloth+activity+book+for+kids+ages+4-8&page=1,319,https://www.amazon.com/s?k=sloth+activity+book+for+kids+ages+4-8&page=1
wooden activity cube for toddlers 1-3,4409,0.0,0.00,Low,https://www.amazon.com/s?k=wooden+activity+cube+for+toddlers+1-3&page=1,816,https://www.amazon.com/s?k=wooden+activity+cube+for+toddlers+1-3&page=1
hard cryptograms puzzle books for adults,4408,0.0,0,Low,https://www.amazon.com/s?k=hard+cryptograms+puzzle+books+for+adults&page=1,1000,https://www.amazon.com/s?k=hard+cryptograms+puzzle+books+for+adults&page=1
adhd digital planner planner journal,4406,0.0,0.00,Low,https://www.amazon.com/s?k=adhd+digital+planner+planner+journal&page=1,272,https://www.amazon.com/s?k=adhd+digital+planner+planner+journal&page=1
cute wide ruled composition notebook,4410,20.0,1.22,High,https://www.amazon.com/s?k=cute+wide+ruled+composition+notebook&page=1,8000,https://www.amazon.com/s?k=cute+wide+ruled+composition+notebook&page=1
activity kids for kids ages 9-12,4405,0.0,0.00,Low,https://www.amazon.com/s?k=activity+kids+for+kids+ages+9-12&page=1,20000,https://www.amazon.com/s?k=activity+kids+for+kids+ages+9-12&page=1
death planner organizer notebook with pockets,4410,0.0,0.00,Low,https://www.amazon.com/s?k=death+planner+organizer+notebook+with+pockets&page=1,333,https://www.amazon.com/s?k=death+planner+organizer+notebook+with+pockets&page=1
2024 notebook calendar with pockets,4409,0.0,0.00,Low,https://www.amazon.com/s?k=2024+notebook+calendar+with+pockets&page=1,3000,https://www.amazon.com/s?k=2024+notebook+calendar+with+pockets&page=1
cute composition notebooks for girl,4413,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebooks+for+girl&page=1,8000,https://www.amazon.com/s?k=cute+composition+notebooks+for+girl&page=1
mazes activity book for kids ages 4-8,4402,0.0,0.00,Low,https://www.amazon.com/s?k=mazes+activity+book+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=mazes+activity+book+for+kids+ages+4-8&page=1
psalms in color inspirational coloring book,4409,0.0,0.00,Low,https://www.amazon.com/s?k=psalms+in+color+inspirational+coloring+book&page=1,393,https://www.amazon.com/s?k=psalms+in+color+inspirational+coloring+book&page=1
"fitness, diet, self care & weight loss journal",4410,0.0,0.00,Low,"https://www.amazon.com/s?k=fitness,+diet,+self+care+&+weight+loss+journal&page=1",4000,"https://www.amazon.com/s?k=fitness,+diet,+self+care+&+weight+loss+journal&page=1"
climbers for toddlers 1-3,4395,0.0,0.00,Low,https://www.amazon.com/s?k=climbers+for+toddlers+1-3&page=1,1000,https://www.amazon.com/s?k=climbers+for+toddlers+1-3&page=1
colors of the world coloring book,4409,110.0,0.44,High,https://www.amazon.com/s?k=colors+of+the+world+coloring+book&page=1,421,https://www.amazon.com/s?k=colors+of+the+world+coloring+book&page=1
gps log book,4414,1000.0,0.72,High,https://www.amazon.com/s?k=gps+log+book&page=1,199,https://www.amazon.com/s?k=gps+log+book&page=1
book collection for toddlers 1-3,4401,0.0,0.00,Low,https://www.amazon.com/s?k=book+collection+for+toddlers+1-3&page=1,8000,https://www.amazon.com/s?k=book+collection+for+toddlers+1-3&page=1
best practices in writing instruction,4399,140.0,0,High,https://www.amazon.com/s?k=best+practices+in+writing+instruction&page=1,359,https://www.amazon.com/s?k=best+practices+in+writing+instruction&page=1
"planner, asten undated weekly planner goal planner notebook",4410,0.0,0.00,Low,"https://www.amazon.com/s?k=planner,+asten+undated+weekly+planner+goal+planner+notebook&page=1",118,"https://www.amazon.com/s?k=planner,+asten+undated+weekly+planner+goal+planner+notebook&page=1"
prayer journals for girls,4392,0.0,0.00,Low,https://www.amazon.com/s?k=prayer+journals+for+girls&page=1,5000,https://www.amazon.com/s?k=prayer+journals+for+girls&page=1
water activities for kids,4396,0.0,0.00,Low,https://www.amazon.com/s?k=water+activities+for+kids&page=1,3000,https://www.amazon.com/s?k=water+activities+for+kids&page=1
baby word scramble baby shower game,4405,0.0,0,Low,https://www.amazon.com/s?k=baby+word+scramble+baby+shower+game&page=1,431,https://www.amazon.com/s?k=baby+word+scramble+baby+shower+game&page=1
easter activity for kids ages 4-8,4403,0.0,0.00,Low,https://www.amazon.com/s?k=easter+activity+for+kids+ages+4-8&page=1,8000,https://www.amazon.com/s?k=easter+activity+for+kids+ages+4-8&page=1
activities kids ages 8-12,4391,0.0,0.00,Low,https://www.amazon.com/s?k=activities+kids+ages+8-12&page=1,20000,https://www.amazon.com/s?k=activities+kids+ages+8-12&page=1
blue composition notebook,4389,390.0,1.60,High,https://www.amazon.com/s?k=blue+composition+notebook&page=1,3000,https://www.amazon.com/s?k=blue+composition+notebook&page=1
math composition notebook,4387,170.0,0.99,High,https://www.amazon.com/s?k=math+composition+notebook&page=1,4000,https://www.amazon.com/s?k=math+composition+notebook&page=1
logic activities for kids,4395,0.0,0.00,Low,https://www.amazon.com/s?k=logic+activities+for+kids&page=1,40000,https://www.amazon.com/s?k=logic+activities+for+kids&page=1
mini composition notebook,4393,1900.0,0.99,High,https://www.amazon.com/s?k=mini+composition+notebook&page=1,1000,https://www.amazon.com/s?k=mini+composition+notebook&page=1
blank notebook,4400,1.4,"5,500.00",,https://www.amazon.com/s?k=blank+notebook&page=1,60000,https://www.amazon.com/s?k=blank+notebook&page=1
pink composition notebook,4391,0.0,0.00,Low,https://www.amazon.com/s?k=pink+composition+notebook&page=1,5000,https://www.amazon.com/s?k=pink+composition+notebook&page=1
bird composition notebook,4383,0.0,0.00,Low,https://www.amazon.com/s?k=bird+composition+notebook&page=1,875,https://www.amazon.com/s?k=bird+composition+notebook&page=1
diet tracker journal 2022,4389,0.0,0.00,Low,https://www.amazon.com/s?k=diet+tracker+journal+2022&page=1,366,https://www.amazon.com/s?k=diet+tracker+journal+2022&page=1
gear composition notebook,4387,0.0,0.00,Low,https://www.amazon.com/s?k=gear+composition+notebook&page=1,1000,https://www.amazon.com/s?k=gear+composition+notebook&page=1
8x11 composition notebook,4384,10.0,1.42,High,https://www.amazon.com/s?k=8x11+composition+notebook&page=1,6000,https://www.amazon.com/s?k=8x11+composition+notebook&page=1
bugs composition notebook,4383,0.0,0.00,Low,https://www.amazon.com/s?k=bugs+composition+notebook&page=1,171,https://www.amazon.com/s?k=bugs+composition+notebook&page=1
activity books for kids 9,4386,0.0,0.00,Low,https://www.amazon.com/s?k=activity+books+for+kids+9&page=1,30000,https://www.amazon.com/s?k=activity+books+for+kids+9&page=1
cute journals for girls teens,4383,0.0,0.00,Low,https://www.amazon.com/s?k=cute+journals+for+girls+teens&page=1,30000,https://www.amazon.com/s?k=cute+journals+for+girls+teens&page=1
daily reflections journal,4393,0.0,0.00,Low,https://www.amazon.com/s?k=daily+reflections+journal&page=1,50000,https://www.amazon.com/s?k=daily+reflections+journal&page=1
hard notebook with pocket,4382,0.0,0.00,Low,https://www.amazon.com/s?k=hard+notebook+with+pocket&page=1,9000,https://www.amazon.com/s?k=hard+notebook+with+pocket&page=1
ocean activity books for kids ages 4-8,4401,0.0,0.00,Low,https://www.amazon.com/s?k=ocean+activity+books+for+kids+ages+4-8&page=1,10000,https://www.amazon.com/s?k=ocean+activity+books+for+kids+ages+4-8&page=1
farm composition notebook,4386,0.0,0.00,Low,https://www.amazon.com/s?k=farm+composition+notebook&page=1,330,https://www.amazon.com/s?k=farm+composition+notebook&page=1
motor vehicles for toddlers 1-3,4381,0.0,0.00,Low,https://www.amazon.com/s?k=motor+vehicles+for+toddlers+1-3&page=1,2000,https://www.amazon.com/s?k=motor+vehicles+for+toddlers+1-3&page=1
