Name,Short Description,Description,Regular Price,Sale Price,Categories,Images
Top 5 Pollution Killer Plants Pack,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Natural air purifie </li><li>Best indoor plants.</li><li>Easy to grow</li><li>You get 5 beautiful air purifier plants potted in colorful pots in a single pack.</li><li>Plants in this pack are very easy to care and require low maintenance.</li><li>Plants in this pack can be placed indoors on a location that receives indirect bright light.</li><li>These plants come in NASA air purifier list.</li><li>Plants in this pack are natural air conditioners and cleanse the air around you by releasing oxygen.</li><li>These plants are also known to reduce stress, anxiety, improves mood and concentration when placed around you.</li><li>We feel happier and relaxed when plantscaping enhances our surrounding.</li>","₹ 1,305",₹ 999,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-top-5-pollution-killer-plants-pack-16969392947340_600x600.jpg?v=1634230388, "
Areca Palm - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Palms grow best when you let their roots fill the pot.</li><li>They need soil-based potting compost and should not be re-potted unnecessarily.</li><li>They are sensitive to chemicals and will be damaged if you expose them to aerosol sprays.</li><li>If you need to treat them with insecticides, be sure what you use is suitable for a palm.<h3>Areca Palm care</h3>
<p>Areca palm is propagated by seeds, by separating the offsets or suckers at the base of a mature plant, or by plant division. </p>
<table class=""crm_product_attr_table"" border=""1"">
<tbody><tr>
<td>Sunlight </td>
<td>Full to partial sunlight</td>
</tr>
<tr>
<td>Watering </td>
<td>Medium</td>
</tr>
<tr>
<td>Soil </td>
<td>Chalky, Loamy, Sandy soil: moist but well-drained</td>
</tr>
<tr>
<td>Temperature </td>
<td>20 to 30 degree C</td>
</tr>
<tr>
<td>Fertilizer </td>
<td>Use a palm fertilizer, which will contain all the micronutrients and extra potassium and manganese. </td>
</tr>
</tbody></table>
<h3>Areca Palm special feature</h3>
<p>the most popular indoor houseplants sold today. Indoors an Areca palm is a medium sized exotic looking plant that can reach a height of 6-8 feet; outdoors it may be as tall as 25 feet.</p>
<h3>Areca Palm uses</h3>
<div>
<p><b>Ornamental Use:</b></p>
<ul><li>This is one of the most useful Palms of the tropics the world around</li></ul>
</div>
</li><li>This is one of the most useful Palms of the tropics the world around</li>",₹ 499,₹ 399,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-areca-palm-plant_600x600.jpg?v=1636456218, https://nurserylive.com/cdn/shop/products/nurserylive-areca-palm-plant-1-397664_525x700.jpg?v=1679749046, https://nurserylive.com/cdn/shop/products/nurserylive-areca-palm-plant-2_525x700.jpg?v=1637585273, https://nurserylive.com/cdn/shop/products/nurserylive-areca-palm-plant-3_525x700.jpg?v=1637585273, https://nurserylive.com/cdn/shop/products/nurserylive-areca-palm-plant-4_525x700.jpg?v=1636456173, "
Best 4 plants to Kill Indoor Pollution,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>These plants come in NASA air purifier list.</li><li>You get 4 air purifier plants with pots in a single pack.</li><li>Plants in this pack are known as best indoor pollution kille </li><li>Plants in this pack are easy to care and require low maintenance.</li><li>Plants perfect to gift on the occasion of World Environment Day</li>,"₹ 1,014",₹ 899,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-best-4-plants-to-kill-indoor-pollution-16968631681164_600x600.jpg?v=1634214307, https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-best-4-plants-to-kill-indoor-pollution-16968631713932_600x600.jpg?v=1634214305, https://nurserylive.com/cdn/shop/products/nurserylive-best-4-plants-to-kill-indoor-pollution-2-808679_525x700.jpg?v=1679749247, "
Syngonium Green - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Best for AC rooms, office desk.</li><li>Best indoor plant for low light condition.</li><li>Low maintenance plant.</li><li>Attractive foliage plant.</li><li>Natural indirect / artificial bright light is ideal for Syngonium plant growth.</li><li>The soil should be well drained and fertile, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 1 cup (Approx. 50 ml) water when the top soil (1-2 inch) in pot feels dry to touch.</li><li>Apply water probably in the morning or evening time.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>During the main growing season (Feb to May, July to Sep) feed the plant with organic fertilizer once a month.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not over water the plant especially when pot does not have drainage holes.</li><li>keep away from the AC Vents.</li><li>Keep the plant in Natural indirect /Artificial bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>apply 1 cup (Approx. 50 ml) water when top soil (1-2 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>Used as an ornamental houseplant for its beautiful foliage</li>",₹ 324,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-syngonium-green-plant-1_600x600.jpg?v=1635748764, https://nurserylive.com/cdn/shop/products/nurserylive-syngonium-green-plant-1-958232_525x700.jpg?v=1679751753, https://nurserylive.com/cdn/shop/products/nurserylive-syngonium-green-plant-2-564104_525x700.jpg?v=1679751753, https://nurserylive.com/cdn/shop/products/nurserylive-syngonium-green-plant-3-924028_525x700.jpg?v=1679751753, https://nurserylive.com/cdn/shop/products/nurserylive-syngonium-green-plant-4-193790_525x700.jpg?v=1679751753, https://nurserylive.com/cdn/shop/products/nurserylive-syngonium-green-plant-5-702337_525x700.jpg?v=1679751753, "
Anthurium (Pink) - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>One of the rarest indoor flowering plants.</li><li>NASA recommended air purifier plant.</li><li>Low maintenance plant.</li><li>Anthurium symbolizes hospitality.</li><li>Natural indirect/artificial bright light</li><li>Do not expose the plant to direct sunlight.</li><li>The soil should be well drained, porous, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when the top soil (3-4 inch) in pot feels dry to touch.</li><li>Apply water preferably in morning or evening.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before the application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>During the main growing season (February to September) feed the plant with organic fertilizer once a month.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not over water the plant especially when pot does not have drainage holes.</li><li>Avoid applying water on flowers and leaves it may cause fungus infection.</li><li>Do not expose the plant to direct sunlight.</li><li>Protect from direct AC vents or dry air.</li><li>Keep the plant in Natural indirect bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when top soil (3-4 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>Used as cut flower and decoration of indoor spaces</li>",₹ 785,₹ 699,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-andreanum-princess-amalia-elegance-plant_600x600.jpg?v=1634213376, "
"Zamioculcas zamiifolia, ZZ Plant - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended indoor air purifier plant.</li><li>Best plant for AC rooms.</li><li>Very easy to care and low maintenance plant.</li><li>Best indoor plant for low light condition.</li><li>Natural indirect / artificial bright light is ideal for money plant growth.</li><li>Protect from direct sunlight.</li><li>The soil should be well drained and fertile, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 1 cup (Approx. 50 ml) water when the top soil (3-4 inch) in pot feels dry to touch.</li><li>Apply water probably in the morning or evening time.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>Feed the plant with organic fertilizer once in a two months.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not over water the plant especially when pot does not have drainage holes.</li><li>Protect from direct sunlight.</li><li>keep away from the AC Vents.</li><li>Keep the plant in Natural indirect /Artificial bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>apply 1 cup (Approx. 50 ml) water when top soil (3-4 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>It makes an excellent container or house plant</li>",₹ 312,₹ 259,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-zamioculcas-zamiifolia-zz-plant-plant_700x700.jpg?v=1635852693, https://nurserylive.com/cdn/shop/products/nurserylive-zamioculcas-zamiifolia-zz-plant-plant-1-455178_525x700.jpg?v=1679751823, https://nurserylive.com/cdn/shop/products/nurserylive-zamioculcas-zamiifolia-zz-plant-plant-2-672792_525x700.jpg?v=1679751823, https://nurserylive.com/cdn/shop/products/nurserylive-zamioculcas-zamiifolia-zz-plant-plant-3-743295_525x700.jpg?v=1679751823, https://nurserylive.com/cdn/shop/products/nurserylive-zamioculcas-zamiifolia-zz-plant-plant-4-873655_525x700.jpg?v=1679751823, https://nurserylive.com/cdn/shop/products/nurserylive-zamioculcas-zamiifolia-zz-plant-plant-5-320274_525x700.jpg?v=1679751823, "
"Money Plant Golden, Scindapsus Golden - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Best plant for AC rooms, office desk, etc.</li><li>Popular low maintenance, good luck plant.</li><li>Best for both indoor and outdoor.</li><li>Used in pot as well as in hanging.</li><li>Natural indirect/artificial bright light is ideal for money plant growth.</li><li>The soil should be well-drained and fertile, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 1 cup (Approx. 50 ml) water when the topsoil (1-2 inch) in pot feels dry to touch.</li><li>Apply water probably in the morning or evening time.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before the application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>During the main growing season (Feb-May, July-Sept.) feed the plant with organic fertilizer once a month.</li><li>Apply water immediately after the application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not overwater the plant especially when the pot does not have drainage holes.</li><li>keep away from the AC Vents.</li><li>Keep the plant in Natural indirect /Artificial bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>apply 1 cup (Approx. 50 ml) water when top soil (1-2 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>It makes an excellent container or house plant</li><li>It can also be grown in hanging baskets</li>",₹ 199,₹ 169,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-plants-money-plant-golden-scindapsus-golden-plant-998668_600x600.jpg?v=1684934974, https://nurserylive.com/cdn/shop/products/nurserylive-plants-money-plant-golden-scindapsus-golden-plant-1-312380_525x700.jpg?v=1679750628, https://nurserylive.com/cdn/shop/products/nurserylive-plants-money-plant-golden-scindapsus-golden-plant-2-277410_525x700.jpg?v=1679750628, https://nurserylive.com/cdn/shop/products/nurserylive-plants-money-plant-golden-scindapsus-golden-plant-3-981449_525x700.jpg?v=1679750628, https://nurserylive.com/cdn/shop/products/nurserylive-plants-money-plant-golden-scindapsus-golden-plant-4-679325_525x700.jpg?v=1679750628, https://nurserylive.com/cdn/shop/products/nurserylive-plants-money-plant-golden-scindapsus-golden-plant-5-194544_525x700.jpg?v=1679750628, https://nurserylive.com/cdn/shop/products/nurserylive-money-plant-golden-scindapsus-golden-plant-in-4-inch-10-cm-black-pot-170584_600x600.jpg?v=1685021422, "
"Sansevieria trifasciata Hahnii, Snake Plant - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended an air purifier plant.</li><li>Best plant for AC rooms, office desk.</li><li>Zero maintenance plant.</li><li>Best indoor plant for low light condition.</li><li>Popular houseplant with wavy cross stripes.</li><li>Keep the plant indoor with bright indirect natural light or bright artifical light.</li><li>Protect the plant from direct harsh sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile rich in oragnic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Water when top soil (3-4 inches) feels dry to touch.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season.</li><li>During the main growing season feed the plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and dispose them away from the planting area.</li><li>Spray Neem, Eucalyptus or Citrus oil for any insect/pest attack, as a primary treatment.</li><li>Easily grows in AC rooms but away from AC vents.</li><li>Do not over-water the plant especially when pot does not have drainage holes.</li><li>Keep the plant in natural indirect bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Water when top soil (1-2 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li>",₹ 369,₹ 299,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-plants-sansevieria-trifasciata-hahnii-snake-plant-plant-16969295855756_600x600.jpg?v=1634228043, https://nurserylive.com/cdn/shop/products/nurserylive-sansevieria-trifasciata-hahnii-snake-plant-plant-1-513038_525x700.jpg?v=1679751102, "
Independence Day Special (4 Plants Pack),"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>You will get 4 air purifier plants potted in colorful plastic pots along with pebbles in a single pack.</li><li>Plants in this pack require low maintenance and care.</li><li>These plants will increase the aesthetic look of your house with their beautiful look.</li><li>Plants in this pack can survive in AC rooms having indirect bright light. (Away from AC vents).</li><li>Plants in this pack are known for their air purifying ability</li><li>Pollution is increasing at an alarming rate and we are always surrounded by toxic pollutants. Plants acts as natural air purifiers to fight pollution</li><li>Many studies suggest that keeping plants on working tables / office desks will help to focus and enhance positive feelings.</li><li>Plants not only add life and beauty to our natural environment but can greatly benefit our health and social good being.</li><li>Its no secret that greenery has a positive effect on air quality and climate.</li><li>Plants help to reduce dust and smoke along with other pollutants from the air to improve air quality.</li>,"₹ 1,074",₹ 699,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-independence-day-special-4-plants-pack-16968950939788_600x600.jpg?v=1634222177, https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-independence-day-special-4-plants-pack-16968950972556_600x600.jpg?v=1634222174, "
"Ficus Lyrata Bambino, Dwarf Fiddle Leaf Fig - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Air purifier plant</li><li>Easy to grow.</li><li>Classy plant for interior look.</li><li>Place the ficus near a window in a room that gets bright morning sunlight.</li><li>Turn the plant occasionally so all the growth does not occur on one side.</li><li>Use nutrient rich, well drained, well aereted, and porous potting mix.</li><li>Water a plant when the topsoil in pot (5 to 8 cm) feels dry to touch.</li><li>Water thoroughly in the summer and reduce watering for the winter &amp; rainy season.</li><li>Try misting the plant regularly to increase the ambient humidity.</li><li>Try to water the plants in the morning around 8-10 am.</li><li>Apply fertilize a plant mostly in the spring and early monsoon season.</li><li>Loosen the topsoil without disturbing the roots to the plant can easily uptake the nutrients and moisture.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days then move the plant to its required light condition.</li><li>Remove dead, infected or damaged plant parts.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Allow your plants to settle to your location first after receiving it.</li><li>Do not overwater them suddenly.</li><li>Check the moisture in the soil. If it is too dry then apply water gently.</li><li>Keep the plant in indirect bright light. Gradually move it to more bright location.</li><li>Do not re-pot immediately after receiving it.</li><li>When these plants mature in age and size they make a great focal point within living rooms, hallways, offices or hotels</li><li>They are perfect if you can situate them in a floor-standing container</li>",₹ 443,₹ 359,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-ficus-lyrata--plant_600x600.jpg?v=1634219500, https://nurserylive.com/cdn/shop/products/nurserylive-ficus-lyrata-bambino-dwarf-fiddle-leaf-fig-plant-1-277792_525x700.jpg?v=1679750031, https://nurserylive.com/cdn/shop/products/ficus-lyrata-bambino-dwarf-fiddle-leaf-fig-plant-in-4inch_10cm_-black-pot-429036_600x600.jpg?v=1692966811, "
